Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
      333   333.000       5.79883       5.79883       5.79883      0.223129      0.787149E-02  0.598889E-02  -217.156      -68.8035      -71.3886       30.1678       0.00000      -339.873       16.0500      0.500000      0.367129       5.81190     -0.388746E-01   0.00000       0.00000       0.00000       0.00000    
      334   334.000       5.55922       5.55922       5.55922      0.168828      0.595859E-02  0.493894E-02  -153.672      -29.4740      -46.2864       34.8341       0.00000      -338.707       16.0500      0.500000      0.174324       5.92501      -2.29140       0.00000       0.00000       0.00000       0.00000    
      335   335.000       5.40984       5.40984       5.40984      0.120513      0.425461E-02  0.449119E-02  -131.535      -21.8652      -35.0774       33.4100       0.00000      -337.981       16.0500      0.500000      0.406415       5.78614      -1.01108       0.00000       0.00000       0.00000       0.00000    
      336   336.000       5.28537       5.28537       5.28537      0.143604      0.507100E-02  0.249686E-02  -34.6293       6.29403      -14.4656       17.5989       0.00000      -337.377       16.0500      0.500000      0.420303       5.77804      -1.28001       0.00000       0.00000       0.00000       0.00000    
      337   337.000       5.26518       5.26518       5.26518      0.802256E-01  0.283307E-02  0.177752E-02  -20.5875       3.14041      -4.37514       15.4970       0.00000      -337.279       16.0500      0.500000      0.492090       5.73623      -1.04531       0.00000       0.00000       0.00000       0.00000    
      338   338.000       5.26000       5.26000       5.26000      0.913410E-01  0.322563E-02  0.321742E-02  -66.9736     -0.880026      -11.5167       28.5613       0.00000      -337.254       16.0500      0.500000      0.551687       5.70180     -0.874497       0.00000       0.00000       0.00000       0.00000    
      339   339.000       5.21188       5.21188       5.21188      0.794959E-01  0.280759E-02  0.314387E-02  -61.5536      -3.08951      -10.1539       23.8251       0.00000      -337.021       16.0500      0.500000      0.577200       5.68716     -0.899168       0.00000       0.00000       0.00000       0.00000    
      340   340.000       5.16468       5.16468       5.16468      0.138665      0.489772E-02  0.378270E-02  -100.052      -10.0533      -26.0136       30.0496       0.00000      -336.793       16.0500      0.500000      0.602067       5.67293     -0.921839       0.00000       0.00000       0.00000       0.00000    
      341   341.000       5.07614       5.07614       5.07614      0.110872      0.391673E-02  0.347348E-02  -87.8218      -6.95112      -19.1907       29.8407       0.00000      -336.364       16.0500      0.500000      0.605064       5.67122      -1.07398       0.00000       0.00000       0.00000       0.00000    
      342   342.000       5.00320       5.00320       5.00320       0.00000      0.762287E-04  0.149865E-02  -22.2602      0.357259E-01  0.374641E-03   19.4135       0.00000      -336.012       16.0500      0.500000      0.622295       5.66139      -1.15499       0.00000       0.00000       0.00000       0.00000    
      343   343.000       5.00103       5.00103       5.00103       0.00000      0.796621E-04  0.947181E-03  -18.4562      0.624953E-01  0.421065E-01   19.6042       0.00000      -336.001       16.0500      0.500000      0.673462       5.63226      -1.02352       0.00000       0.00000       0.00000       0.00000    
      344   344.000       5.00382       5.00382       5.00382       0.00000      0.613665E-04  0.822545E-03  -16.3894      0.545623E-01  0.370366E-01   17.7707       0.00000      -336.015       16.0500      0.500000      0.720138       5.60585     -0.912912       0.00000       0.00000       0.00000       0.00000    
      345   345.000       5.00676       5.00676       5.00676      0.154794      0.546907E-02   0.00000       6.75626       14.4775       6.04607       14.6787       0.00000      -336.029       16.0500      0.500000      0.761519       5.58256     -0.825690       0.00000       0.00000       0.00000       0.00000    
      346   346.000       5.03529       5.03529       5.03529       0.00000      0.909816E-04  0.261596E-02  -52.4877      0.313592E-01  0.212325E-02   28.7310       0.00000      -336.167       16.0500      0.500000      0.812389       5.55407     -0.697338       0.00000       0.00000       0.00000       0.00000    
      347   347.000       5.00573       5.00573       5.00573       0.00000      0.647336E-04  0.253554E-02  -48.9398      0.145488E-01 -0.205002E-01   26.6500       0.00000      -336.024       16.0500      0.500000      0.825757       5.54663     -0.715294       0.00000       0.00000       0.00000       0.00000    
      348   348.000       4.97808       4.97808       4.97808       0.00000      0.697894E-04  0.182135E-02  -26.8754      0.249221E-01  0.241023E-02   19.5840       0.00000      -335.890       16.0500      0.500000      0.840365       5.53851     -0.728242       0.00000       0.00000       0.00000       0.00000    
      349   349.000       4.96967       4.96967       4.96967      0.307744      0.108738E-01   0.00000       38.3535       42.0796       14.1777       17.2110       0.00000      -335.850       16.0500      0.500000      0.865734       5.52443     -0.699759       0.00000       0.00000       0.00000       0.00000    
      350   350.000       5.04178       5.04178       5.04178      0.265381      0.937561E-02  0.304218E-02  -59.1041      -4.24836      -22.1181       18.6267       0.00000      -336.198       16.0500      0.500000      0.935566       5.48581     -0.518273       0.00000       0.00000       0.00000       0.00000    
      351   351.000       4.99057       4.99057       4.99057      0.106491      0.376259E-02  0.334543E-02  -81.9003      -8.23569      -18.8242       25.2442       0.00000      -335.951       16.0500      0.500000      0.924729       5.49175     -0.591845       0.00000       0.00000       0.00000       0.00000    
      352   352.000       4.91871       4.91871       4.91871      0.161734      0.571525E-02  0.352015E-02  -94.9978      -15.5775      -30.4100       22.8159       0.00000      -335.604       16.0500      0.500000      0.904999       5.50259     -0.704525       0.00000       0.00000       0.00000       0.00000    
      353   353.000       4.82709       4.82709       4.82709      0.105490      0.372836E-02  0.367503E-02  -119.603      -18.9765      -28.3845       28.5587       0.00000      -335.162       16.0500      0.500000      0.880044       5.51632     -0.855224       0.00000       0.00000       0.00000       0.00000    
      354   354.000       4.71150       4.71150       4.71150      0.633541E-01  0.223965E-02  0.335826E-02  -102.318      -18.3756      -24.0658       21.3760       0.00000      -334.604       16.0500      0.500000      0.850572       5.53259      -1.05415       0.00000       0.00000       0.00000       0.00000    
      355   355.000       4.60911       4.60911       4.60911      0.956922E-01  0.338350E-02  0.361886E-02  -143.827      -35.2423      -33.9957       25.3202       0.00000      -334.112       16.0500      0.500000      0.838076       5.53951      -1.21231       0.00000       0.00000       0.00000       0.00000    
      356   356.000       4.45877       4.45877       4.45877      0.108618      0.384164E-02  0.318517E-02  -130.972      -30.5249      -32.8956       25.1030       0.00000      -333.389       16.0500      0.500000      0.810568       5.55478      -1.47655       0.00000       0.00000       0.00000       0.00000    
      357   357.000       4.32497       4.32497       4.32497      0.670564E-01  0.237228E-02  0.285076E-02  -131.727      -26.0339      -26.9065       26.5900       0.00000      -332.746       16.0500      0.500000      0.801896       5.55961      -1.68130       0.00000       0.00000       0.00000       0.00000    
      358   358.000       4.19237       4.19237       4.19237      0.135144      0.478227E-02  0.264305E-02  -164.200      -39.4079      -48.5855       27.1685       0.00000      -332.111       16.0500      0.500000      0.800688       5.56028      -1.86560       0.00000       0.00000       0.00000       0.00000    
      359   359.000       4.01912       4.01912       4.01912      0.363662      0.128729E-01   0.00000       54.4227       51.3783       6.31709       5.82408       0.00000      -331.282       16.0500      0.500000      0.790256       5.56609      -2.13765       0.00000       0.00000       0.00000       0.00000    
      360   360.000       4.09908       4.09908       4.09908       0.00000      0.105189E-03   0.00000       19.6570      0.103129      0.107529       8.22985       0.00000      -331.664       16.0500      0.500000      0.870584       5.52127      -1.78389       0.00000       0.00000       0.00000       0.00000    
      361   361.000       4.17505       4.13711       4.09908       0.00000      0.103221E-03   0.00000       1.62012      0.119925      0.131748       19.4199       0.00000      -332.028      0.181537E-01  0.500000      0.916756       5.49575      -1.66365       0.00000       0.00000       0.00000       0.00000    
      362   362.000       4.23325       4.16621       4.09908       0.00000      0.907575E-04   0.00000       21.4011      0.112644      0.132976       9.39273       0.00000      -332.307      0.110000E-01  0.500000      0.959462       5.47229      -1.56290       0.00000       0.00000       0.00000       0.00000    
      363   363.000       4.31615       4.20768       4.09908       0.00000      0.840996E-04  0.670940E-04  -2.33039      0.995295E-01  0.103521       17.3402       0.00000      -332.704      0.100004E-01  0.500000      0.999285       5.45052      -1.47683       0.00000       0.00000       0.00000       0.00000    
      364   364.000       4.30547       4.22881       4.05107       0.00000      0.667142E-04   0.00000      -4.62340      0.711487E-01  0.668838E-01   15.7953       0.00000      -332.653       6.37736      0.500002       1.01699       5.44089      -1.49233       0.00000       0.00000       0.00000       0.00000    
